,Unnamed: 0,Arquivo,spectral_centroid,spectral_rolloff,spectral_flux,rms,zero_crossing_rate,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,chroma_cens_1,chroma_cens_2,chroma_cens_3,chroma_cens_4,chroma_cens_5,chroma_cens_6,chroma_cens_7,chroma_cens_8,chroma_cens_9,chroma_cens_10,chroma_cens_11,chroma_cens_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,label_x,label_x,label_y
0,3,1028900.mp3,734.7608885959166,1319.883685510594,0.8674957,0.0472139,0.05229371250967492,117.45383522727272,-329.4193,215.64456,-36.949635,9.741116,15.583011,1.9344388,7.518219,2.0406919,-6.098946,-10.756208,-8.779855,-3.1772046,0.34301,-5.0980506,-5.461697,1.0769547,-1.0200346,-8.04616,-7.669981,-3.2910254,0.3149582588916146,0.2651043506811063,0.2255654195890065,0.14948630304364713,0.13341617731340424,0.1905975926860447,0.3563884475282645,0.3670831980468329,0.25931909677447096,0.214790770567134,0.16489369556507347,0.3033648255200168,21.338874506066134,15.886637075516006,20.199236355748464,22.016025765000137,24.89537584235575,27.32242048291924,34.722554258344395,0.04110795322128394,0.012205717372970628,0.05220115620549017,-0.0017560943853719491,-0.002044195664304921,0.01279014949580761,0,47,sad
1,13,1066200.mp3,833.2169487723239,1505.2492312971656,0.7386921999999999,0.0501228,0.056525357367453566,95.703125,-331.71216,191.05879,-27.617964,6.460298000000001,12.852485,-11.2309475,-17.101892000000007,-17.870525,-9.565216,-5.715093,-2.9823205,-10.189454,-13.852299,-10.050074,-14.010256,-10.439905,-5.7518406,-7.9457283,-4.799917,5.518721599999999,0.28374250753791275,0.4113361196573916,0.2968138861483786,0.15057233116590252,0.17688051796687482,0.3139565846481045,0.3107574229177652,0.21029844832703296,0.1347530545137729,0.17911647547573198,0.2160835828904952,0.15562486306574644,24.221204924002794,19.466899360462808,24.768873727201203,26.712950406147215,28.712854260685898,27.16982056507469,34.985067629925325,-0.040962204941439886,-0.011126903200354721,-0.11224702019568784,-0.0684748082804441,0.017446712390216314,-0.00557769019184746,0,44,relaxing
2,17,1076600.mp3,1380.7847624128458,2803.3247153456373,0.9611138,0.0832293,0.0613873839009288,123.046875,-205.06796,139.36545,-13.409454,37.710682,4.660195,14.1526,-0.31361088,6.791314999999999,5.4746440000000005,2.6856592,-7.7162585,-2.7887259,0.7783661999999999,3.5937784,-2.4030097,0.9703439,-0.50464773,1.6201973,-3.4383366,6.424766,0.13862370992793088,0.11153287620949312,0.2831900057833215,0.3790172015247772,0.3163188422050749,0.2110796025824732,0.16189606192987452,0.2227598113868559,0.2263732296994139,0.1979363364896487,0.22293473764938326,0.1908573639640528,22.11747881283686,16.439604315734602,22.190831928286094,22.14645983710025,21.671928695895616,20.730808749170965,37.07345121683572,-0.031878571571320916,0.018901520258084226,0.10271647982405886,0.0101876630987578,-0.010644097621332569,0.006199458130735185,0,39,movie
3,23,1086300.mp3,1742.114241162859,4052.2838297274093,1.2717105,0.07917582,0.06164815329914861,123.046875,-208.67738,105.88405,16.972676999999994,24.397385,-0.74994326,10.986145,-3.0006306,6.058509,5.9972224,-3.6222343,-13.9968815,-14.099543,-3.3641982000000006,-13.468665,-5.810064,-5.7845306,-0.32386675,-8.738236,-10.579496,-3.1061275,0.21721904860028504,0.20884003216555566,0.2393109203493632,0.13084702621632205,0.0824035289823981,0.07015254809781463,0.3091410923122653,0.4811407444394298,0.4389680809023255,0.2678187702197893,0.14712032510137976,0.20539558299875066,26.014540519998512,19.50393778068011,24.46255421981093,25.404850016560307,25.025203751845478,21.739025646090912,32.21407086863342,0.03915722695190251,0.01934958884683723,0.08924202888109008,0.01691649628888028,0.0039177313351766215,-0.007997982773787108,0,50,soft
4,27,1090700.mp3,2886.1546708212622,5398.675688280041,1.268308,0.03621082,0.18928608141447367,112.34714673913044,-197.94621,68.77468,-31.707146,15.254532,9.598602,7.513510000000001,-5.8617034000000015,4.4115014000000015,-0.8358761,3.8435981,-5.633307,-2.5530617,-8.829011,-2.0985112,-9.4955,-3.879675,-0.6648363,-3.7248666,-3.4623566,1.1298652,0.32522261001584546,0.30896437051763714,0.31478743338344545,0.21839203750572891,0.2065420090323416,0.28352845201880783,0.3236828919608328,0.3740656284281559,0.2940555840475418,0.22000868350236555,0.18492268747985888,0.2335687512453576,18.063047848338712,16.07306888732845,19.11984840480239,19.674466605185863,21.425323320634448,23.32956327252712,36.15435850111066,0.009633786923042474,0.02031738191206027,0.00505773567760185,-0.0009565881420941703,-0.0027571965560215976,0.0001817677489761118,0,12,dark
5,30,1102300.mp3,2839.1224698812794,6105.121416499373,1.2401141000000002,0.21378395,0.13608647869098298,112.34714673913044,-39.288418,74.18829000000002,-0.7137401999999999,18.16528,14.697845999999998,14.496235999999998,-4.2575660000000015,0.7277596,-7.960239,-5.005114,-11.1697645,-3.1453388,-8.819662,-0.61534584,-6.5633163,-1.8828871,-10.637568,-2.2461843,-8.217011999999999,-3.0279398,0.2317276694897756,0.2654597409068514,0.23502545368028066,0.2828373019625057,0.3244431540089909,0.2747068686647347,0.1960592189928303,0.16205545299288904,0.2692314331302254,0.3468527458738149,0.2943086974843148,0.2687862519581425,22.14692108617805,16.337189079079565,19.16051537494577,19.228378789376226,19.44751808689661,17.28069159433077,32.780709077608726,0.024517517534410886,-0.03183359493998205,-0.04121558060216947,0.027650840462312955,0.0017756846321974671,0.0012035066636141767,0,37,melodic
6,39,1116400.mp3,721.9236156523292,1110.7682833361553,0.5599986,0.0631021,0.05644826032797987,129.19921875,-357.74695,196.07263,37.720436,-5.295953,11.876099,7.213473,-6.8494534,-9.122642,-6.228743,-3.549111,-0.6489265000000001,-1.3638248,-8.374253,-8.353569,0.997791,2.8894877,-1.2402453000000002,0.20055033,2.3013773,1.7055861,0.3017651156812285,0.2047382727224714,0.12627766914217886,0.22907512189092635,0.380231618595532,0.3368783757312628,0.26064355268818523,0.3281667845044193,0.2285616698992659,0.08684577144723606,0.08859605472868473,0.22966360150508944,19.934465152897765,18.164409072154857,25.019714909546266,23.884239021815066,26.88948402975693,19.369100625605995,30.227159408502537,0.026656070646579013,0.0293830197144933,0.04729108355794215,0.1184609854198606,0.013784914287383135,-0.014053388057060405,0,17,dream
7,42,1125400.mp3,496.963549503651,952.8692381300792,0.8387895000000001,0.019983128,0.022939392656733747,135.99917763157896,-483.4957,161.78587,44.5289,-5.5428324,11.945231,36.979362,29.89025,3.848666,-10.426297,-4.6613690000000005,13.544925,27.098555,21.3349,2.4710872000000004,-8.061226,-0.8663443000000001,9.73784,8.38746,-0.5425654999999999,-3.1662438,0.2821525741543903,0.269073671809127,0.32381053124744724,0.3086579253761062,0.30108053013391234,0.30988282086079083,0.3695835514864225,0.3570865264701179,0.2030891512964793,0.1257732525621861,0.1019069889292569,0.06909669423897835,18.646257273284952,11.35957734603572,14.430737154113617,20.68966959805857,16.141476827179474,14.521294996481194,31.89725560483157,0.01184061948602236,0.047287523986121606,0.01662685353005719,-0.004415333931459154,0.01855669692858552,0.017400736147536774,0,40,nature
8,46,1155000.mp3,2131.3926430254082,3767.502218429517,2.0741076,0.11294719,0.14481998597136225,135.99917763157896,-124.467224,93.5211,-89.5604,-2.781839,-40.789654,-5.72816,-22.81154,-8.729898,-4.1822047,9.591447,5.059409,17.067722,-4.0386233,-1.632413,-3.933115,0.66412866,-4.947193,-2.3900096,-1.6902856,2.6989490000000003,0.3069068307875783,0.20441082878881514,0.2800100671929676,0.3726404990792401,0.3079163864227861,0.32729489060498257,0.3029405637502854,0.35567028091518976,0.2431101390941999,0.1442018003577727,0.1858582349394496,0.22224956005552896,18.23842408820561,8.98463161665152,18.102064282515236,19.105664695093907,22.06549667371246,24.359212301389675,40.37614466568439,-0.022754498021671867,0.05208918096365922,0.0661368504063469,0.02335067743986084,-0.0016529781984996445,0.008505397067761166,0,41,party
9,48,1158200.mp3,3373.734819520115,7300.614187518141,0.9055899,0.11515405,0.15928097184597526,112.34714673913044,-161.80032,49.39586,40.958145,34.37771,10.388283,11.7194605,-0.67938685,4.1827283,-6.148043,0.77710676,-3.5775003,1.7470428,-8.555822000000001,-4.079725700000001,-6.914413499999998,-0.26083404,-3.4594532999999994,2.6292043,-7.402240299999999,-5.035793,0.3711259334231484,0.2998677095961689,0.1788372005565318,0.15687248531946218,0.1987245171390428,0.17695631998072048,0.2590009232655581,0.3659332299103276,0.2626661823117568,0.15143420309068506,0.21862183120958656,0.305537471232285,18.815866478585203,17.766279877976533,20.323378700535226,19.65817457867225,18.335171553525182,15.008670618849184,30.49750824552475,0.004437684743297087,0.041318634666434914,0.0651523904644722,0.04064160887255861,0.0283715817067194,-0.009074035125138543,0,19,energetic
